rank,youtuber,subscribers,video_views,video_count,category,started,views_per_video,subs_to_views_ratio,channel_age,subs_per_video,engagement_score,year
614,A2 Motivation by Arvind Arora,18700000.0,11650384113.0,4166.0,Entertainment,1970-01-01 00:00:00.000002017,2796539.633461354,0.0016050972928123232,7,4488.7181949111855,623.0151932085562,1970
615,El Reino a Jugar,18700000.0,12336829690.0,883.0,Education,1970-01-01 00:00:00.000002015,13971494.552661382,0.0015157865083569942,9,21177.802944507363,659.7235128342246,1970
616,Colors Rishtey,18700000.0,15330393475.0,28611.0,Entertainment,1970-01-01 00:00:00.000002013,535821.6586278005,0.0012197990893381163,11,653.59477124183,819.8071377005348,1970
617,HUBA??,18600000.0,12466697850.0,706.0,Entertainment,1970-01-01 00:00:00.000002021,17658212.252124645,0.0014919748776938554,3,26345.609065155808,670.2525725806452,1970
618,sagar kalra (Shorts),18600000.0,7358359577.0,533.0,People & Blogs,1970-01-01 00:00:00.000002017,13805552.677298311,0.0025277373041320186,7,34896.8105065666,395.6107299462366,1970
619,KatieAngel,18600000.0,4078278185.0,942.0,People & Blogs,1970-01-01 00:00:00.000002015,4329382.361995754,0.004560748226644083,9,19745.222929936306,219.26226801075268,1970
620,Cheri's World,18500000.0,12035799889.0,1069.0,People & Blogs,1970-01-01 00:00:00.000002014,11258933.478952292,0.0015370810557350568,10,17305.893358278765,650.5837777837838,1970
621,Diana Belitskay,18500000.0,14918128565.0,3468.0,People & Blogs,1970-01-01 00:00:00.000002014,4301651.8353517875,0.0012401019282943819,10,5334.486735870819,806.3853278378378,1970
622,SriBalajiMovies,18500000.0,10820526554.0,25588.0,Entertainment,1970-01-01 00:00:00.000002011,422875.0411911834,0.0017097134698275053,13,722.9951539784274,584.8933272432432,1970
623,Mazhavil Manorama,18500000.0,20309689285.0,110201.0,Entertainment,1970-01-01 00:00:00.000002011,184296.77847750927,0.0009108952746836669,13,167.8750646545857,1097.8210424324325,1970
624,CoryxKenshin,18500000.0,7826364056.0,1693.0,Gaming,1970-01-01 00:00:00.000002009,4622778.532782043,0.0023638051932707077,15,10927.347903130538,423.04670572972975,1970
625,Daily Dose Of Internet,18400000.0,10773869456.0,1042.0,Entertainment,1970-01-01 00:00:00.000002015,10339606.003838772,0.0017078358035750086,9,17658.349328214972,585.5363834782609,1970
626,Sebastián Yatra,18400000.0,11403106692.0,248.0,News & Politics,1970-01-01 00:00:00.000002013,45980268.91935484,0.0016135953558084977,11,74193.54838709677,619.7340593478261,1970
627,TheWillyrex,18400000.0,7106055957.0,7179.0,Comedy,1970-01-01 00:00:00.000002011,989839.2473882156,0.002589340713236942,13,2563.03106282212,386.1986933152174,1970
628,VICE,18400000.0,5085215602.0,4108.0,Entertainment,1970-01-01 00:00:00.000002005,1237881.1105160662,0.0036183323265120432,19,4479.065238558909,276.3704131521739,1970
629,RobleisIUTU,18400000.0,5574266682.0,1630.0,Entertainment,1970-01-01 00:00:00.000002013,3419795.510429448,0.003300882618231361,11,11288.34355828221,302.94927619565215,1970
630,BROTHERS VLOG,18400000.0,10307873462.0,1436.0,Entertainment,1970-01-01 00:00:00.000002014,7178184.862116992,0.001785043255316593,10,12813.370473537605,560.2105142391305,1970
631,INCRÍVEL,18300000.0,3333412664.0,8341.0,People & Blogs,1970-01-01 00:00:00.000002017,399641.84917875554,0.005489869345501473,7,2193.981536985973,182.15369748633879,1970
632,UFC,18300000.0,8091582411.0,17108.0,Sports,1970-01-01 00:00:00.000002006,472970.6810264204,0.002261609543162076,18,1069.6750058452187,442.1629732786885,1970
633,Moosa Tv Info,18300000.0,16322768340.0,1027.0,Entertainment,1970-01-01 00:00:00.000002021,15893640.05842259,0.0011211333530449406,3,17818.889970788707,891.9545540983606,1970
634,Gato Galactico,18300000.0,2297621531.0,1492.0,Film & Animation,1970-01-01 00:00:00.000002013,1539960.8116621983,0.007964758230671368,11,12265.415549597856,125.55308912568306,1970
635,TheGrefg,18300000.0,6774853865.0,3939.0,Gaming,1970-01-01 00:00:00.000002012,1719942.590759076,0.002701165274507364,12,4645.849200304646,370.210593715847,1970
636,Bon Bon Media,18300000.0,10894346692.0,2106.0,Entertainment,1970-01-01 00:00:00.000002021,5173004.12725546,0.0016797702989788423,3,8689.45868945869,595.3194913661202,1970
637,LOL,18300000.0,3344430792.0,921.0,People & Blogs,1970-01-01 00:00:00.000002021,3631303.7915309444,0.005471783133851735,3,19869.706840390878,182.75578098360657,1970
638,The Vishal bhatt,18300000.0,11923186923.0,1384.0,Comedy,1970-01-01 00:00:00.000002021,8615019.453034682,0.0015348245496930887,3,13222.543352601157,651.5402690163935,1970
639,The ACE Family,18300000.0,4579292543.0,712.0,People & Blogs,1970-01-01 00:00:00.000002016,6431590.650280898,0.003996250474972112,8,25702.247191011236,250.23456519125682,1970
640,Lyna,18300000.0,7338916348.0,5285.0,Gaming,1970-01-01 00:00:00.000002014,1388631.28628193,0.00249355615083242,10,3462.6300851466412,401.0336802185792,1970
641,Katakit Baby TV,18300000.0,7662086023.0,216.0,Music,1970-01-01 00:00:00.000002010,35472620.47685185,0.0023883835218068785,14,84722.22222222222,418.69322530054643,1970
642,Travis Scott,18300000.0,9371918128.0,17.0,Music,1970-01-01 00:00:00.000002013,551289301.6470588,0.0019526418978550429,11,1076470.5882352942,512.1266736612022,1970
643,shakiraVEVO,18300000.0,27646549092.0,216.0,Music,1970-01-01 00:00:00.000002009,127993282.83333333,0.0006619270976317047,15,84722.22222222222,1510.7403875409836,1970
644,Pop Chartbusters,18200000.0,9546628100.0,2323.0,Music,1970-01-01 00:00:00.000002011,4109611.7520447695,0.0019064322826192423,13,7834.696513129574,524.5400054945055,1970
645,LukeDidThat,18200000.0,6865228994.0,295.0,Entertainment,1970-01-01 00:00:00.000002021,23271962.691525422,0.0026510404847247255,3,61694.91525423729,377.21038428571427,1970
646,LEGO,18200000.0,22720532992.0,37594.0,Entertainment,1970-01-01 00:00:00.000002005,604365.9358408257,0.0008010375463642645,19,484.11980635207743,1248.3809336263737,1970
647,ZutiGang,18200000.0,18332797797.0,1460.0,People & Blogs,1970-01-01 00:00:00.000002021,12556710.819863014,0.0009927562722029405,3,12465.753424657534,1007.2965822527473,1970
648,Jomy Production,18200000.0,4953141699.0,515.0,Entertainment,1970-01-01 00:00:00.000002020,9617750.87184466,0.003674435561509261,4,35339.80582524272,272.1506428021978,1970
649,IGN,18200000.0,17672801253.0,163162.0,Gaming,1970-01-01 00:00:00.000002006,108314.44363883747,0.0010298310799432833,18,111.54558046603988,971.0330358791209,1970
650,Liza Baez,18200000.0,5434690473.0,549.0,Entertainment,1970-01-01 00:00:00.000002021,9899254.049180327,0.0033488567730617104,3,33151.1839708561,298.6093666483516,1970
651,Brawl Stars,18100000.0,2518529543.0,225.0,Gaming,1970-01-01 00:00:00.000002017,11193464.635555556,0.00718673324690875,7,80444.44444444444,139.14527861878452,1970
652,Dear Sir,18100000.0,1695425524.0,832.0,Education,1970-01-01 00:00:00.000002016,2037771.0625,0.010675785956847492,8,21754.80769230769,93.66991845303868,1970
653,Jamuna TV,18100000.0,15747058718.0,137127.0,News & Politics,1970-01-01 00:00:00.000002017,114835.58101613833,0.001149421001352489,7,131.99442852246457,870.0032440883978,1970
654,T-Series Hamaar Bhojpuri,18100000.0,8952694275.0,10420.0,Entertainment,1970-01-01 00:00:00.000002011,859183.7116122841,0.0020217377522366024,13,1737.0441458733205,494.62399309392265,1970
655,Porta dos Fundos,18100000.0,8186797477.0,2536.0,Entertainment,1970-01-01 00:00:00.000002012,3228232.4436119874,0.0022108767257099206,12,7137.223974763407,452.3092528729282,1970
656,Jane ASMR ??,18000000.0,7654409411.0,2227.0,,1970-01-01 00:00:00.000002012,3437094.4818140995,0.00235158573751393,12,8082.622361921868,425.2449672777778,1970
657,FACT FIRE KING,18000000.0,2446355505.0,1026.0,,1970-01-01 00:00:00.000002020,2384362.090643275,0.007357883988328998,4,17543.859649122805,135.90863916666666,1970
658,Demi Lovato,18000000.0,7175688230.0,327.0,Music,1970-01-01 00:00:00.000002008,21944000.703363914,0.0025084701875348896,16,55045.87155963303,398.64934611111113,1970
659,THAIRATH TV Originals,18000000.0,16805472077.0,282241.0,News & Politics,1970-01-01 00:00:00.000002010,59542.98658593188,0.0010710797005598451,14,63.7752842428988,933.6373376111111,1970
660,Lele Pons,18000000.0,5470896589.0,185.0,Comedy,1970-01-01 00:00:00.000002015,29572413.994594596,0.003290137129660156,9,97297.2972972973,303.9386993888889,1970
661,Luis Méndez,18000000.0,5520275509.0,1571.0,Comedy,1970-01-01 00:00:00.000002021,3513860.922342457,0.0032607068199139045,3,11457.670273711012,306.6819727222222,1970
662,spider-maaaaaaan / ????????,17900000.0,13846527628.0,2336.0,Comedy,1970-01-01 00:00:00.000002022,5927451.895547945,0.0012927428797240978,2,7662.671232876713,773.5490294972067,1970
663,Ivana Alawi,17900000.0,1512049734.0,210.0,,1970-01-01 00:00:00.000002018,7200236.828571429,0.01183823494525346,6,85238.09523809524,84.47205217877095,1970
664,TheBrianMaps,17900000.0,4779536199.0,517.0,Comedy,1970-01-01 00:00:00.000002012,9244750.868471954,0.003745133262877083,12,34622.82398452611,267.0131954748603,1970
665,Vlad and Niki ARA,17900000.0,8189441147.0,599.0,,1970-01-01 00:00:00.000002019,13671855.003338898,0.0021857413318804083,5,29883.13856427379,457.51067860335195,1970
666,Juliana Baltar,17900000.0,4389881394.0,2420.0,Entertainment,1970-01-01 00:00:00.000002010,1814000.5760330579,0.004077558911834236,14,7396.694214876033,245.24477061452515,1970
667,Aayu and Pihu Show,17900000.0,10562645898.0,546.0,Comedy,1970-01-01 00:00:00.000002017,19345505.307692308,0.0016946511482875046,7,32783.882783882786,590.0919496089385,1970
668,Lahari Music - TSeries,17900000.0,13030902883.0,9175.0,Music,1970-01-01 00:00:00.000002011,1420261.8946049046,0.0013736576936163173,13,1950.9536784741144,727.9834012849162,1970
669,TRANS TV Official,17800000.0,10212544067.0,159659.0,Entertainment,1970-01-01 00:00:00.000002014,63964.725239416504,0.0017429545354440623,10,111.48760796447428,573.7384307303371,1970
670,Jose Comelon - Español,17800000.0,6887300392.0,401.0,Film & Animation,1970-01-01 00:00:00.000002017,17175312.698254365,0.0025844669154659983,7,44389.02743142145,386.9269883146067,1970
671,???????? - Al-Remas,17800000.0,11144669053.0,2274.0,Music,1970-01-01 00:00:00.000002013,4900909.873790678,0.0015971761848960846,11,7827.616534740545,626.1050029775281,1970
672,MGC Playhouse,17800000.0,16502478245.0,1573.0,Shows,1970-01-01 00:00:00.000002009,10491085.97902098,0.0010786258727772072,15,11315.956770502225,927.1055193820225,1970
673,Queen Official,17700000.0,11397708642.0,1192.0,Music,1970-01-01 00:00:00.000002008,9561836.109060403,0.0015529437149126944,16,14848.993288590604,643.9383413559322,1970
674,Lil Pump,17700000.0,4257839532.0,61.0,Music,1970-01-01 00:00:00.000002015,69800648.06557377,0.004157037827981724,9,290163.9344262295,240.55590576271186,1970
675,Adam W,17700000.0,13995224267.0,825.0,Comedy,1970-01-01 00:00:00.000002015,16963908.202424243,0.0012647171393841588,9,21454.545454545456,790.6906365536723,1970
676,Anitta,17700000.0,8156291718.0,197.0,Music,1970-01-01 00:00:00.000002011,41402496.030456856,0.0021701038427718485,13,89847.71573604061,460.80744169491527,1970
677,GMMTV OFFICIAL??,17700000.0,14913546031.0,27899.0,Entertainment,1970-01-01 00:00:00.000002010,534554.8597082333,0.001186840471287509,14,634.4313416251479,842.5732220903955,1970
678,FactTechz,17600000.0,2367166637.0,848.0,Entertainment,1970-01-01 00:00:00.000002016,2791470.0908018867,0.00743504902650417,8,20754.716981132075,134.498104375,1970
679,Amara Que Linda,17600000.0,1699210517.0,519.0,People & Blogs,1970-01-01 00:00:00.000002014,3274008.7032755297,0.0103577513344687,10,33911.36801541426,96.54605210227272,1970
680,ArianaGrandeVevo,17600000.0,21567730129.0,208.0,Music,1970-01-01 00:00:00.000002010,103691010.23557693,0.0008160339495501669,14,84615.38461538461,1225.439211875,1970
681,HowToBasic,17600000.0,3831738957.0,612.0,Howto & Style,1970-01-01 00:00:00.000002011,6261011.367647059,0.004593214777287346,13,28758.169934640522,217.71244073863636,1970
682,POPS Kids,17600000.0,11759885600.0,3476.0,Music,1970-01-01 00:00:00.000002014,3383166.168009206,0.001496613198346079,10,5063.291139240507,668.1753181818182,1970
683,???? ???????????,17600000.0,2688737254.0,431.0,Entertainment,1970-01-01 00:00:00.000002014,6238369.498839907,0.006545823685009275,10,40835.26682134571,152.7691621590909,1970
684,Arif muhammad,17600000.0,5117659679.0,655.0,People & Blogs,1970-01-01 00:00:00.000002017,7813220.883969465,0.003439071978979085,7,26870.22900763359,290.776118125,1970
685,iam_nandinirajput,17600000.0,6460361774.0,1676.0,Entertainment,1970-01-01 00:00:00.000002017,3854631.130071599,0.0027243056373146076,7,10501.193317422434,367.06600988636364,1970
686,Ch7HD,17600000.0,10392319805.0,72112.0,Entertainment,1970-01-01 00:00:00.000002010,144113.59836088307,0.0016935583517678323,14,244.0647881073885,590.4727161931818,1970
687,The MriDul,17500000.0,5375740119.0,188.0,Comedy,1970-01-01 00:00:00.000002015,28594362.335106384,0.0032553657008358816,9,93085.10638297872,307.18514965714286,1970
688,???? ? ????,17500000.0,9590647604.0,1233.0,Shows,1970-01-01 00:00:00.000002017,7778303.00405515,0.0018246942982975648,7,14193.025141930251,548.0370059428571,1970
689,David Dobrik,17500000.0,7240320538.0,536.0,People & Blogs,1970-01-01 00:00:00.000002014,13508060.70522388,0.002417020062599886,10,32649.253731343284,413.7326021714286,1970
690,Unspeakable,17500000.0,10435484461.0,906.0,Gaming,1970-01-01 00:00:00.000002016,11518194.769315673,0.001676970538876451,8,19315.67328918322,596.3133977714285,1970
691,Sanjoy Das Official,17500000.0,5837349198.0,2015.0,Entertainment,1970-01-01 00:00:00.000002015,2896947.4928039704,0.0029979361190171513,9,8684.863523573202,333.56281131428574,1970
692,Eli Kids - Cartoons & Songs,17500000.0,6537734400.0,855.0,,1970-01-01 00:00:00.000002018,7646472.98245614,0.002676768270060038,6,20467.83625730994,373.58482285714285,1970
693,With Kids[????],17500000.0,9225823623.0,987.0,Entertainment,1970-01-01 00:00:00.000002012,9347339.030395137,0.001896849616371644,12,17730.49645390071,527.1899213142857,1970
694,RCTI - LAYAR DRAMA INDONESIA,17400000.0,15559133709.0,85287.0,Entertainment,1970-01-01 00:00:00.000002015,182432.65338210983,0.0011183141893006017,9,204.01702486897182,894.203086724138,1970
695,SEVENGERS,17400000.0,13974073425.0,1178.0,Comedy,1970-01-01 00:00:00.000002018,11862541.107809847,0.0012451630581009345,6,14770.797962648558,803.1076681034483,1970
696,KOMPASTV,17400000.0,13882495114.0,314530.0,News & Politics,1970-01-01 00:00:00.000002013,44137.26866753569,0.0012533769943453984,11,55.320637141131215,797.8445467816092,1970
697,JFlaMusic,17400000.0,3901298435.0,363.0,Music,1970-01-01 00:00:00.000002011,10747378.608815428,0.004460053566755654,13,47933.884297520664,224.21255373563218,1970
698,StudyIQ IAS,17400000.0,5466542333.0,51742.0,Education,1970-01-01 00:00:00.000002015,105650.00063777975,0.0031829992232861757,9,336.28386997023694,314.1690995977012,1970
699,Amaury Guichon,17400000.0,6007052704.0,329.0,Entertainment,1970-01-01 00:00:00.000002013,18258518.85714286,0.002896595195246684,11,52887.537993920974,345.2329140229885,1970
700,Nick DiGiovanni,17400000.0,9451697826.0,840.0,People & Blogs,1970-01-01 00:00:00.000002016,11252021.221428571,0.0018409390905553056,8,20714.285714285714,543.2010244827586,1970
701,Dr Ryan,17400000.0,9544498458.0,1503.0,Education,1970-01-01 00:00:00.000002020,6350298.375249501,0.0018230397413303244,4,11576.846307385229,548.534394137931,1970
702,THE BROWN SIBLINGS,17400000.0,10241619386.0,1413.0,Entertainment,1970-01-01 00:00:00.000002016,7248138.277423921,0.0016989500726599252,8,12314.225053078557,588.5988152873563,1970
703,Ian Boggs,17400000.0,11843814141.0,1618.0,Entertainment,1970-01-01 00:00:00.000002010,7320033.4616810875,0.0014691213314270127,14,10754.017305315205,680.6789736206897,1970
704,Vlad y Niki Show,17300000.0,6213338615.0,567.0,,1970-01-01 00:00:00.000002018,10958269.162257496,0.002784332397116586,6,30511.463844797177,359.1525210982659,1970
705,FC Barcelona,17300000.0,3427093029.0,12044.0,Sports,1970-01-01 00:00:00.000002006,284547.7440219196,0.005048010034629264,18,1436.3998671537695,198.0978629479769,1970
706,Dental Digest,17300000.0,9678985275.0,412.0,People & Blogs,1970-01-01 00:00:00.000002020,23492682.70631068,0.0017873774479938963,4,41990.29126213592,559.4789176300578,1970
707,Sony Music South,17300000.0,12541903163.0,3523.0,Music,1970-01-01 00:00:00.000002014,3560006.5747942096,0.0013793759826687955,10,4910.587567414135,724.9655007514451,1970
708,TWICE,17300000.0,6340582364.0,1578.0,Music,1970-01-01 00:00:00.000002016,4018113.0316856783,0.002728456000859545,8,10963.244613434728,366.5076510982659,1970
709,Ray William Johnson,17300000.0,13203208346.0,2384.0,Entertainment,1970-01-01 00:00:00.000002008,5538258.534395973,0.001310287586671398,16,7256.7114093959735,763.1912338728324,1970
710,Prajapati News,17200000.0,1060709142.0,1731.0,Comedy,1970-01-01 00:00:00.000002013,612772.4679376084,0.016215566849521884,11,9936.452917388793,61.6691361627907,1970
711,T3ddy,17200000.0,3366933800.0,2222.0,Comedy,1970-01-01 00:00:00.000002012,1515271.7371737175,0.005108505548876548,12,7740.774077407741,195.75196511627908,1970
712,Netflix Jr.,17200000.0,10598535579.0,2443.0,Education,1970-01-01 00:00:00.000002012,4338328.112566517,0.0016228657130783408,12,7040.523945968072,616.1939290116279,1970
713,Zee Music Classic,17200000.0,6430397171.0,1804.0,Music,1970-01-01 00:00:00.000002014,3564521.713414634,0.0026747959018097794,10,9534.368070953436,373.8603006395349,1970
714,Gaby and Alex,17200000.0,8707985074.0,367.0,Entertainment,1970-01-01 00:00:00.000002012,23727479.765667576,0.001975198608384753,12,46866.48501362398,506.2782019767442,1970
715,AlJazeera Arabic  ???? ???????,17200000.0,10593175219.0,199891.0,News & Politics,1970-01-01 00:00:00.000002007,52994.75823823984,0.0016236869158125459,17,86.04689555807916,615.8822801744186,1970
716,Stubborn Facts,17100000.0,904471519.0,308.0,Film & Animation,1970-01-01 00:00:00.000002016,2936595.840909091,0.018906067953257465,8,55519.48051948052,52.893071286549706,1970
717,PopularMMOs,17100000.0,14663742068.0,4688.0,Gaming,1970-01-01 00:00:00.000002012,3127931.3284982936,0.0011661416247436957,12,3647.6109215017063,857.5287759064328,1970
718,CRAZY GREAPA,17100000.0,13940628954.0,1111.0,Entertainment,1970-01-01 00:00:00.000002017,12547820.84068407,0.0012266304523579962,7,15391.539153915392,815.2414592982456,1970
719,Technoblade,17100000.0,1772953168.0,992.0,Gaming,1970-01-01 00:00:00.000002013,1787251.177419355,0.00964492481168572,11,17237.90322580645,103.6814718128655,1970
720,SRK MUSIC,17100000.0,7102202016.0,5264.0,Music,1970-01-01 00:00:00.000002012,1349202.5106382978,0.002407703971455154,12,3248.480243161094,415.3334512280702,1970
721,Willyrex,17100000.0,5156821368.0,8131.0,Gaming,1970-01-01 00:00:00.000002009,634217.3617021276,0.0033159961882937962,15,2103.0623539540034,301.5685010526316,1970
722,Emilly Vick,17100000.0,6728308981.0,625.0,Science & Technology,1970-01-01 00:00:00.000002015,10765294.3696,0.002541500404973747,9,27360.0,393.4683614619883,1970
723,MY FAMILY,17100000.0,6824331366.0,334.0,,1970-01-01 00:00:00.000002019,20432129.838323355,0.0025057399887108587,5,51197.60479041916,399.08370561403507,1970
724,NDTV India,17100000.0,7744226412.0,121346.0,News & Politics,1970-01-01 00:00:00.000002008,63819.37939445882,0.0022080965987129253,16,140.91935457287425,452.87873754385964,1970
725,MK MUSIC,17000000.0,10777112972.0,6059.0,Music,1970-01-01 00:00:00.000002010,1778694.9945535567,0.0015774168874509967,14,2805.7435220333386,633.947821882353,1970
726,FailArmy,17000000.0,3922859787.0,566.0,Comedy,1970-01-01 00:00:00.000002011,6930847.680212014,0.0043335731897266505,13,30035.335689045936,230.75645805882354,1970
727,Kaykai Salaider,17000000.0,4591022235.0,434.0,Comedy,1970-01-01 00:00:00.000002011,10578392.246543778,0.003702879038659241,13,39170.5069124424,270.06013147058826,1970
728,FunFun Toy Doll TV,17000000.0,7667214642.0,758.0,Entertainment,1970-01-01 00:00:00.000002016,10115058.894459102,0.0022172328275350765,8,22427.440633245384,451.012626,1970
729,MARIANA,16900000.0,2462326241.0,507.0,People & Blogs,1970-01-01 00:00:00.000002018,4856659.252465483,0.006863428459884573,6,33333.333333333336,145.6997775739645,1970
730,Blippi Español,16900000.0,10003499376.0,713.0,People & Blogs,1970-01-01 00:00:00.000002017,14030153.402524544,0.0016894088123347926,7,23702.66479663394,591.92304,1970
731,PowerfulJRE,16900000.0,3618742098.0,2833.0,People & Blogs,1970-01-01 00:00:00.000002013,1277353.3702788563,0.004670131095924261,11,5965.407695022944,214.12675136094674,1970
732,Sierra & Rhia FAM,16900000.0,17362017478.0,3255.0,Entertainment,1970-01-01 00:00:00.000002020,5333953.142242704,0.0009733891825310372,4,5192.012288786483,1027.3383123076924,1970
733,Guava Juice,16900000.0,8833926986.0,1925.0,Gaming,1970-01-01 00:00:00.000002006,4589052.97974026,0.0019130789768562844,18,8779.22077922078,522.7175731360946,1970
734,Red Bull,16900000.0,8771702549.0,6229.0,Sports,1970-01-01 00:00:00.000002006,1408203.973189918,0.0019266499183703681,18,2713.116069995184,519.0356537869823,1970
735,Jennifer Lopez,16800000.0,10904993615.0,393.0,Music,1970-01-01 00:00:00.000002005,27748075.356234096,0.0015405786186698286,19,42748.091603053435,649.106762797619,1970
736,DeToxoMoroxo,16800000.0,2352786500.0,583.0,Entertainment,1970-01-01 00:00:00.000002012,4035654.373927959,0.007140469396606959,12,28816.466552315607,140.0468154761905,1970
737,Liza Koshy,16800000.0,2174008559.0,144.0,Comedy,1970-01-01 00:00:00.000002013,15097281.659722222,0.007727660468700114,11,116666.66666666667,129.40527136904763,1970
738,SportsNation,16800000.0,21270479110.0,5071.0,Sports,1970-01-01 00:00:00.000002009,4194533.447051863,0.0007898270609288594,15,3312.9560244527706,1266.0999470238096,1970
739,RS 1313 SHORTS,16800000.0,9657519140.0,6627.0,Entertainment,1970-01-01 00:00:00.000002020,1457298.7988531764,0.001739577189178628,4,2535.0837483023993,574.8523297619048,1970
740,LuisFonsiVEVO,16800000.0,15082419545.0,109.0,Music,1970-01-01 00:00:00.000002009,138370821.51376146,0.0011138796364784454,15,154128.44036697247,897.7630681547619,1970
741,Kim Loaiza,16800000.0,2072890604.0,32.0,Music,1970-01-01 00:00:00.000002019,64777831.375,0.008104624512061322,5,525000.0,123.38634547619047,1970
742,Adaah Queen,16800000.0,6359001414.0,605.0,Entertainment,1970-01-01 00:00:00.000002020,10510746.138842976,0.0026419242434846863,4,27768.595041322315,378.51198892857144,1970
743,???? ? ??????,16800000.0,10073805501.0,593.0,,1970-01-01 00:00:00.000002018,16987867.623946037,0.0016676915191912638,6,28330.52276559865,599.6312798214286,1970
744,Pitbull,16800000.0,13468787907.0,501.0,Music,1970-01-01 00:00:00.000002006,26883808.19760479,0.0012473282760112885,18,33532.934131736525,801.7135658928571,1970
745,Kashvi Adlakha,16800000.0,13659470145.0,1872.0,Entertainment,1970-01-01 00:00:00.000002017,7296725.504807692,0.001229915935366613,7,8974.358974358975,813.0636991071428,1970
746,Tu COSMOPOLIS,16700000.0,5136332286.0,10702.0,People & Blogs,1970-01-01 00:00:00.000002014,479941.34610353207,0.003251347278586096,10,1560.4559895346665,307.5648075449102,1970
747,ABC News,16700000.0,14814668469.0,90322.0,News & Politics,1970-01-01 00:00:00.000002006,164020.59818205974,0.0011272611354715832,18,184.89404574743693,887.1058963473054,1970
748,Zee Bangla,16700000.0,10183175071.0,132903.0,Entertainment,1970-01-01 00:00:00.000002008,76621.10765746447,0.0016399600206775233,16,125.65555329827016,609.7709623353294,1970
749,RD facts,16700000.0,867775558.0,576.0,,1970-01-01 00:00:00.000002021,1506554.7881944445,0.019244607486398,3,28993.055555555555,51.96260826347305,1970
750,IDEAS EN 5 MINUTOS,16700000.0,3849012560.0,6223.0,Howto & Style,1970-01-01 00:00:00.000002017,618513.9900369596,0.004338775137694016,7,2683.5931222882855,230.47979401197605,1970
751,E-MasterSensei,16700000.0,4503308919.0,1390.0,Gaming,1970-01-01 00:00:00.000002016,3239790.589208633,0.003708384279288658,8,12014.388489208633,269.65921670658685,1970
752,Oneindia Hindi | ???????? ?????,16700000.0,5413800418.0,163283.0,News & Politics,1970-01-01 00:00:00.000002015,33155.93428587177,0.003084709208059321,9,102.27641579343839,324.179665748503,1970
753,Kuplinov ? Play,16700000.0,7741829082.0,6841.0,Gaming,1970-01-01 00:00:00.000002012,1131680.9065926033,0.0021571129797773544,12,2441.1635725771084,463.58257976047906,1970
754,Volga Video,16600000.0,8965477647.0,6175.0,Film & Animation,1970-01-01 00:00:00.000002012,1451899.2140890688,0.0018515466385167598,12,2688.2591093117408,540.0890148795181,1970
755,Doggy Doggy Cartoons,16600000.0,6531417919.0,4787.0,Entertainment,1970-01-01 00:00:00.000002012,1364407.3363275537,0.0025415614504945903,12,3467.7250887821183,393.4589107831325,1970
756,Stray Kids,16600000.0,5132132095.0,1093.0,People & Blogs,1970-01-01 00:00:00.000002017,4695454.798719122,0.0032345231363340426,7,15187.557182067703,309.16458403614456,1970
757,AdMe,16600000.0,4834201049.0,7996.0,Entertainment,1970-01-01 00:00:00.000002015,604577.4198349174,0.0034338662856055325,9,2076.0380190095048,291.2169306626506,1970
758,Werever2morro,16600000.0,2815974412.0,973.0,Entertainment,1970-01-01 00:00:00.000002007,2894115.5313463514,0.005894939928878871,17,17060.637204522096,169.63701277108433,1970
759,EeOneGuy,16600000.0,3797888490.0,367.0,Entertainment,1970-01-01 00:00:00.000002013,10348470.0,0.004370849761310396,11,45231.607629427795,228.78846325301205,1970
760,Boyce Avenue,16600000.0,6849187521.0,564.0,Music,1970-01-01 00:00:00.000002007,12143949.505319148,0.002423645132959705,17,29432.624113475176,412.6016578915663,1970
761,Enterr10 Rangeela,16600000.0,8295804326.0,6535.0,Entertainment,1970-01-01 00:00:00.000002017,1269442.1309869932,0.0020010115171079554,7,2540.168324407039,499.74724855421687,1970
762,Kids Play,16600000.0,8566100979.0,640.0,Entertainment,1970-01-01 00:00:00.000002018,13384532.7796875,0.0019378711552309848,6,25937.5,516.0301794578313,1970
763,SAM SMITH,16600000.0,11152738475.0,294.0,Music,1970-01-01 00:00:00.000002012,37934484.608843535,0.0014884236761411192,12,56462.5850340136,671.8517153614458,1970
764,Luli Pampín,16600000.0,12174762252.0,358.0,Music,1970-01-01 00:00:00.000002012,34007715.7877095,0.0013634763173525665,12,46368.71508379888,733.4194127710844,1970
765,Think Music India,16600000.0,14289446905.0,5959.0,Music,1970-01-01 00:00:00.000002009,2397960.5479107234,0.0011616964680551433,15,2785.702299043464,860.8100545180723,1970
766,Bobon Santoso,16500000.0,2138463151.0,733.0,People & Blogs,1970-01-01 00:00:00.000002015,2917412.2114597545,0.007715821519900485,9,22510.231923601637,129.60382733333333,1970
767,Jazzghost,16500000.0,7131814514.0,5804.0,Gaming,1970-01-01 00:00:00.000002012,1228775.7605099932,0.002313576715660499,12,2842.866988283942,432.23118266666665,1970
768,Vlad and Niki PRT,16500000.0,7577217254.0,606.0,,1970-01-01 00:00:00.000002018,12503658.834983498,0.002177580429185883,6,27227.72277227723,459.22528812121215,1970
769,Sandra Cires Art,16500000.0,4100236189.0,1130.0,Howto & Style,1970-01-01 00:00:00.000002011,3628527.600884956,0.004024158423913662,13,14601.769911504425,248.49916296969698,1970
